"Year","Year_num","Location","Parameter","Time","Group","Manip1","Manip2","Metric","Value"
1978-01-01,1978,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",4048.899
1979-01-01,1979,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",4328.56
1980-01-01,1980,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",4821.85
1981-01-01,1981,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",5355.222
1982-01-01,1982,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",5832.024
1983-01-01,1983,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6172.439
1984-01-01,1984,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6545.45
1985-01-01,1985,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6615.493
1986-01-01,1986,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6595.995
1987-01-01,1987,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6725.59
1988-01-01,1988,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6747.845
1989-01-01,1989,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6946.91
1990-01-01,1990,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",7005.215
1991-01-01,1991,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6936.76
1992-01-01,1992,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6781.289
1993-01-01,1993,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6713.688
1994-01-01,1994,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6706.24
1995-01-01,1995,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",6965.165
1996-01-01,1996,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",7193.732
1997-01-01,1997,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",7345.589
1998-01-01,1998,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",7498.011
1999-01-01,1999,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",7870.945
2000-01-01,2000,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",8184.461
2001-01-01,2001,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",8463.748
2002-01-01,2002,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",8437.534
2003-01-01,2003,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",8787.903
2004-01-01,2004,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",9035.661
2005-01-01,2005,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",9316.058
2006-01-01,2006,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",9609.133
2007-01-01,2007,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10000.875
2008-01-01,2008,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10470.7
2009-01-01,2009,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10687.219
2010-01-01,2010,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",11022.115
2011-01-01,2011,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10961.857
2012-01-01,2012,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",11270.929
2013-01-01,2013,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10940.522
2014-01-01,2014,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10671.497
2015-01-01,2015,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",10729.647
2016-01-01,2016,"Egypt","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","Population","Energy_per_Capita",11074.901
1965-01-01,1965,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",24591.786
1966-01-01,1966,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",27938.685
1967-01-01,1967,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",29302.221
1968-01-01,1968,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",31915.033
1969-01-01,1969,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",35225.954
1970-01-01,1970,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",38727.068
1971-01-01,1971,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",39556.218
1972-01-01,1972,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",41568.042
1973-01-01,1973,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",45633.319
1974-01-01,1974,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",43372.127
1975-01-01,1975,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",43924.208
1976-01-01,1976,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",46673.933
1977-01-01,1977,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",48964.378
1978-01-01,1978,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",50875.379
1979-01-01,1979,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",54690.878
1980-01-01,1980,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",54281.924
1981-01-01,1981,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",54009.965
1982-01-01,1982,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",52989.365
1983-01-01,1983,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",52102.699
1984-01-01,1984,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",54044.769
1985-01-01,1985,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",56572.96
1986-01-01,1986,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",57016.897
1987-01-01,1987,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",59804.447
1988-01-01,1988,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",59254.477
1989-01-01,1989,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",59366.954
1990-01-01,1990,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",62992.5
1991-01-01,1991,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",63928.314
1992-01-01,1992,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",63162.637
1993-01-01,1993,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",63601.149
1994-01-01,1994,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",66647.777
1995-01-01,1995,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",63180.401
1996-01-01,1996,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",66084.382
1997-01-01,1997,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",66445.846
1998-01-01,1998,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",68473.056
1999-01-01,1999,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",67089.905
2000-01-01,2000,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",67364.301
2001-01-01,2001,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",68948.325
2002-01-01,2002,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",69671.146
2003-01-01,2003,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",74734.82
2004-01-01,2004,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",73868.092
2005-01-01,2005,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",67035.964
2006-01-01,2006,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",71730.676
2007-01-01,2007,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",71393.515
2008-01-01,2008,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",68751.793
2009-01-01,2009,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",63684.327
2010-01-01,2010,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",69080.345
2011-01-01,2011,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",64103.234
2012-01-01,2012,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",61961.903
2013-01-01,2013,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",62251.562
2014-01-01,2014,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",59894.979
2015-01-01,2015,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",59387.721
2016-01-01,2016,"Finland","Primary_Energy_Consumption",1965,"0 2 0 4 0","Absolute","Population","Energy_per_Capita",60819.206
1965-01-01,1965,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",26558.244
1966-01-01,1966,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",26900.094
1967-01-01,1967,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",28476.088
1968-01-01,1968,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",29788.956
1969-01-01,1969,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",32653.246
1970-01-01,1970,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",35119.925
1971-01-01,1971,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",36279.973
1972-01-01,1972,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",38476.452
1973-01-01,1973,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",41487.456
1974-01-01,1974,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",40391.709
1975-01-01,1975,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",37751.96
1976-01-01,1976,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",40083.791
1977-01-01,1977,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",40260.281
1978-01-01,1978,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",41917.906
1979-01-01,1979,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",42973.45
1980-01-01,1980,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",42160.792
1981-01-01,1981,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",41367.193
1982-01-01,1982,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",39607.202
1983-01-01,1983,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",40276.016
1984-01-01,1984,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",41290.731
1985-01-01,1985,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",42362.233
1986-01-01,1986,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43103.13
1987-01-01,1987,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43606.853
1988-01-01,1988,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43909.295
1989-01-01,1989,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",44317.007
1990-01-01,1990,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45433.346
1991-01-01,1991,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48090.187
1992-01-01,1992,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48218.616
1993-01-01,1993,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47961.022
1994-01-01,1994,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47120.323
1995-01-01,1995,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48071.475
1996-01-01,1996,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49713.792
1997-01-01,1997,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48858.949
1998-01-01,1998,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49863.07
1999-01-01,1999,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50468.107
2000-01-01,2000,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50825.929
2001-01-01,2001,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",51238.731
2002-01-01,2002,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50511.585
2003-01-01,2003,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50807.826
2004-01-01,2004,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50988.012
2005-01-01,2005,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50512.892
2006-01-01,2006,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49914.154
2007-01-01,2007,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48914.503
2008-01-01,2008,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48956.656
2009-01-01,2009,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",46116.945
2010-01-01,2010,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47357.533
2011-01-01,2011,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45414.11
2012-01-01,2012,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45241.6
2013-01-01,2013,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45527.529
2014-01-01,2014,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43545.112
2015-01-01,2015,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43645.228
2016-01-01,2016,"France","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",42874.092
1965-01-01,1965,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",38868.659
1966-01-01,1966,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",38680.54
1967-01-01,1967,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",38322.505
1968-01-01,1968,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",40659.018
1969-01-01,1969,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",43640.287
1970-01-01,1970,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45858.291
1971-01-01,1971,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",46165.029
1972-01-01,1972,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47697.118
1973-01-01,1973,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50414.428
1974-01-01,1974,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49533.775
1975-01-01,1975,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47598.519
1976-01-01,1976,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50847.563
1977-01-01,1977,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50736.435
1978-01-01,1978,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",52643.965
1979-01-01,1979,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",55654.417
1980-01-01,1980,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",53913.458
1981-01-01,1981,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",52315.705
1982-01-01,1982,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",50557.84
1983-01-01,1983,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",51375.976
1984-01-01,1984,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",53276.541
1985-01-01,1985,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",54770.782
1986-01-01,1986,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",54249.27
1987-01-01,1987,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",54535.235
1988-01-01,1988,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",54478.365
1989-01-01,1989,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",53649.399
1990-01-01,1990,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",52556.068
1991-01-01,1991,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",51001.306
1992-01-01,1992,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49643.069
1993-01-01,1993,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49143.371
1994-01-01,1994,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48434.093
1995-01-01,1995,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48489.282
1996-01-01,1996,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49979.961
1997-01-01,1997,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49261.063
1998-01-01,1998,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48878.111
1999-01-01,1999,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48167.126
2000-01-01,2000,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48453.966
2001-01-01,2001,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49330.151
2002-01-01,2002,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48673.946
2003-01-01,2003,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48630.034
2004-01-01,2004,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48604.8
2005-01-01,2005,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48111.581
2006-01-01,2006,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",49449.245
2007-01-01,2007,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47496.665
2008-01-01,2008,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",48136.674
2009-01-01,2009,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45293.103
2010-01-01,2010,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47177.625
2011-01-01,2011,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45470.646
2012-01-01,2012,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",46029.237
2013-01-01,2013,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",47258.112
2014-01-01,2014,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45178.682
2015-01-01,2015,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",45859.974
2016-01-01,2016,"Germany","Primary_Energy_Consumption",1965,"0 2 0 0 5","Absolute","Population","Energy_per_Capita",46418.126
1965-01-01,1965,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",9340.44
1966-01-01,1966,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",10189.884
1967-01-01,1967,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",11171.325
1968-01-01,1968,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",11558.8
1969-01-01,1969,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",12141.651
1970-01-01,1970,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",13418.223
1971-01-01,1971,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",15892.664
1972-01-01,1972,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",17709.897
1973-01-01,1973,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20230.56
1974-01-01,1974,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",19494.461
1975-01-01,1975,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",21987.226
1976-01-01,1976,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",23992.962
1977-01-01,1977,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",24539.433
1978-01-01,1978,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",24609.437
1979-01-01,1979,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",21320.839
1980-01-01,1980,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20875.791
1981-01-01,1981,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20087.153
1982-01-01,1982,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20197.603
1983-01-01,1983,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20234.428
1984-01-01,1984,"Greece","Primary_Energy_Consumption",1965,"0 2 0 0 0","Absolute","Population","Energy_per_Capita",20996.302
